galery_name,city_name,exhibition_link,exhibition_image_link,artist_name,artist_link,exhibition_description,exhibition_name,galery_adress,open hours,time_period
Hauser & Wirth Monaco,Monaco,https://www.galleriesnow.net/shows/larry-bell-works-from-the-1970s/,https://www.galleriesnow.net/wp-content/uploads/2021/08/Hauser-Wirth-Monaco.jpg,,,,Larry Bell. Works from the 1970s,"One Monte-Carlo, Place Du casino, 98000",Tue-Sat 12-8pm, 4 Jun  - 31 Aug 2024  
