galery_name,city_name,exhibition_link,exhibition_image_link,artist_name,artist_link,exhibition_description,exhibition_name,galery_adress,open hours,time_period
Mott Projects,Catskill,https://www.galleriesnow.net/shows/david-hanes/,https://www.galleriesnow.net/wp-content/uploads/2023/08/mott-projects.jpg,David Hanes,https://www.galleriesnow.net/artist/david-hanes/,,David Hanes,"16-18 Livingston Street, NY 12414",Sun 1pm-5pm & by appointment, 7 Jun  - 23 Jun 2024  
