galery_name,city_name,exhibition_link,exhibition_image_link,artist_name,artist_link,exhibition_description,exhibition_name,galery_adress,open hours,time_period
Shainman,Kinderhook,https://www.galleriesnow.net/shows/nina-chanel-abney-lie-doggo/,https://www.galleriesnow.net/wp-content/uploads/2023/08/2016-A-Change-of-Place-exterior-view-HR.jpg,Nina Chanel Abney,https://www.galleriesnow.net/artist/nina-chanel-abney/,,Nina Chanel Abney: LIE DOGGO,"25 Broad Street, NY 12106",Sat 11am-6pm or by appointment, 18 May  - 5 Oct 2024  
