id,name,location,type,rating,year,img,link,lat,lng
1,Tapio,Ruka,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3b89f80e725e4d9ab84878f562262aae"" width=""362"" height=""203",https://guide.michelin.com//en/north-ostrobothnia/ruka_1700338/restaurant/tapio,66.166565,29.138601
2,Hermetikken,Stavanger,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/58856a195ba04eee9d2871ffbe4a2380"" width=""362"" height=""203",https://guide.michelin.com//en/rogaland/stavanger/restaurant/hermetikken,58.967578,5.722146
3,Restaurant Aure,Copenhagen,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a1211b8677a74d15b49296182ce73bb2"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/restaurant-aure,55.684166,12.610397
4,The ROOM by Kozeen Shiwan,Helsinki,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/51df19fd8a9841649560b7ede4df8950"" width=""362"" height=""203",https://guide.michelin.com//en/uusimaa/helsinki/restaurant/the-room-by-kozeen-shiwan,60.167991,24.951237
5,Frederiksminde,Præstø,Modern Cuisine,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/fa99bfd3934c4528b6b85724b0ff234b"" width=""362"" height=""203",https://guide.michelin.com//en/zealand/praesto/restaurant/frederiksminde,55.12424,12.049009
6,Gastromé,Aarhus,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1498fdd4154a4e0f836557df7ccd9eb9"" width=""362"" height=""203",https://guide.michelin.com//en/central-denmark/aarhus/restaurant/gastrome,56.187032,10.217783
7,Frederikshøj,Aarhus,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/cbd745d83f2548918e73427ef8cccc77"" width=""362"" height=""203",https://guide.michelin.com//en/central-denmark/aarhus/restaurant/frederikshoj,56.124947,10.208926
8,Domestic,Aarhus,Modern Cuisine,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/5c8b22a623774426af43668c430e75b2"" width=""362"" height=""203",https://guide.michelin.com//en/central-denmark/aarhus/restaurant/domestic,56.159019,10.212032
9,Kadeau Copenhagen,Copenhagen,Creative,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/f6b3ea79b30f4ef2bb02247ac36f4841"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/kadeau-copenhagen,55.672295,12.588814
10,Lysverket,Bergen,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b9b40ecff8d24f1fb8a7fbd53a0bc69d"" width=""362"" height=""203",https://guide.michelin.com//en/hordaland/bergen/restaurant/lysverket,60.389308,5.328962
11,Seafood Gastro,Stockholm,Seafood,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7a676831baf4449eb35c804138d9e51a"" width=""362"" height=""203",https://guide.michelin.com//en/stockholm-region/stockholm/restaurant/seafood-gastro,59.329457,18.075677
12,Iris,Rosendal,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ada94104307f4afd9aa720bfe5c8c094"" width=""362"" height=""203",https://guide.michelin.com//en/vestland/rosendal_2258329/restaurant/iris,59.984661,5.933919
13,Moss,Grindavík,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/f375a58d2a9448da9d7d75629836df7b"" width=""362"" height=""203",https://guide.michelin.com//en/southern-peninsula/grindavik/restaurant/moss,63.879826,-22.450119
14,Ekstedt,Stockholm,Grills,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/0909b5ba782a4bc3ab615a8584158fcd"" width=""362"" height=""203",https://guide.michelin.com//en/stockholm-region/stockholm/restaurant/ekstedt,59.336769,18.074796
15,Project,Gothenburg,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ddfaeb88bbd649d7b77bb89c25477f93"" width=""362"" height=""203",https://guide.michelin.com//en/vastra-gotaland/gothenburg/restaurant/project,57.697975,11.982515
16,Koka,Gothenburg,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/01e34b4dc77b444786df65607ee0d868"" width=""362"" height=""203",https://guide.michelin.com//en/vastra-gotaland/gothenburg/restaurant/koka,57.6986,11.965472
17,Operakällaren,Stockholm,Classic Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d5a6bbe4f6e64758a74359debe20defa"" width=""362"" height=""203",https://guide.michelin.com//en/stockholm-region/stockholm/restaurant/operakallaren,59.329819,18.071323
18,Marchal,Copenhagen,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/14a087f56a5e460cb899c64de1d9ff33"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/marchal,55.68064,12.584676
19,ARO,Odense,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4bd638963117458392ca09cd6bf19f13"" width=""362"" height=""203",https://guide.michelin.com//en/southern-denmark/odense/restaurant/aro,55.402201,10.408136
20,Substans,Aarhus,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/632e58aa141146a39800e2eb417295e2"" width=""362"" height=""203",https://guide.michelin.com//en/central-denmark/aarhus/restaurant/substans,56.165526,10.226684
21,Ti Trin Ned,Fredericia,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/97593a944e8b482582a042cdbba50196"" width=""362"" height=""203",https://guide.michelin.com//en/southern-denmark/fredericia/restaurant/ti-trin-ned,55.559731,9.754869
22,Stallen,Oslo,Norwegian,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7bacdab963ae4e5983684509634da001"" width=""362"" height=""203",https://guide.michelin.com//en/oslo-region/oslo/restaurant/stallen,59.923887,10.72631
23,ÄNG,Tvååker,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a5dd1ee841d04354ac4ecf135146b40a"" width=""362"" height=""203",https://guide.michelin.com//en/hallands/tvaaker/restaurant/ang,57.064932,12.559492
24,AIRA,Stockholm,Modern Cuisine,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4df4571ec66d41d68a9063b3398b045d"" width=""362"" height=""203",https://guide.michelin.com//en/stockholm-region/stockholm/restaurant/aira,59.320716,18.123729
25,LYST,Vejle,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b05f29a803514f2eb692e562a20525b0"" width=""362"" height=""203",https://guide.michelin.com//en/southern-denmark/vejle/restaurant/lyst,55.706024,9.554896
26,Kong Hans Kælder,Copenhagen,Modern French,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e35f4a717ba94fe5a9a109b994f06d7c"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/kong-hans-kaelder,55.678742,12.583996
27,Mon Oncle,Oslo,French,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/388f442e08fa47fda28d6c26e5c70df1"" width=""362"" height=""203",https://guide.michelin.com//en/oslo-region/oslo/restaurant/mon-oncle,59.917166,10.738946
28,Frantzén,Stockholm,Modern Cuisine,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7fcbbdb3f05c4a59a9f1795cff705692"" width=""362"" height=""203",https://guide.michelin.com//en/stockholm-region/stockholm/restaurant/frantzen,59.334167,18.059758
29,Knystaforsen,Rydöbruk,Modern Cuisine,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3d9fbf063f47487a86ebc880be39fdf3"" width=""362"" height=""203",https://guide.michelin.com//en/hallands/rydobruk/restaurant/knystaforsen,56.958207,13.140049
30,Syttende,Sønderborg,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d723bb8d70f94fac8986c183fabad30f"" width=""362"" height=""203",https://guide.michelin.com//en/southern-denmark/sonderborg/restaurant/syttende,54.91395,9.783382
31,Vollmers,Malmo,Contemporary,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4a9925bd82504bdcae1160fca652a752"" width=""362"" height=""203",https://guide.michelin.com//en/skane/malmo/restaurant/vollmers,55.604646,12.99662
32,Sushi Sho,Stockholm,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/13b9dc7b37e24d0e8c7ac11ecfdb1ac7"" width=""362"" height=""203",https://guide.michelin.com//en/stockholm-region/stockholm/restaurant/sushi-sho,59.341192,18.049801
33,Kaskis,Turku,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/629d6c362a294ef5bc4c836d1bd6c31c"" width=""362"" height=""203",https://guide.michelin.com//en/southwest-finland/turku/restaurant/kaskis,60.446729,22.272441
34,Kontrast,Oslo,Scandinavian,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/060b7b509db9446f871a486055dfad24"" width=""362"" height=""203",https://guide.michelin.com//en/oslo-region/oslo/restaurant/kontrast,59.922727,10.751125
35,À L'aise,Oslo,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4219ef25d01f45df8a8efb894e4d4360"" width=""362"" height=""203",https://guide.michelin.com//en/oslo-region/oslo/restaurant/a-l-aise,59.929039,10.709677
36,FAGN,Trondheim,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3866fb016e2c4dc0ae56c1af749c8e20"" width=""362"" height=""203",https://guide.michelin.com//en/trondelag/trondheim/restaurant/fagn,63.433994,10.396293
37,Demo,Helsinki,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/87eba22a296b43bb8d28f0ea43979ee5"" width=""362"" height=""203",https://guide.michelin.com//en/uusimaa/helsinki/restaurant/demo,60.164842,24.94158
38,Olo,Helsinki,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/2ebefa707a144249b1314d1399b4a68f"" width=""362"" height=""203",https://guide.michelin.com//en/uusimaa/helsinki/restaurant/olo,60.168079,24.954824
39,Alouette,Copenhagen,Modern Cuisine,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/458846c463f34604a82d9a229360f131"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/alouette,55.683063,12.581085
40,Palace,Helsinki,Modern Cuisine,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8db211aedf284c0c9c65a6b4d464ed73"" width=""362"" height=""203",https://guide.michelin.com//en/uusimaa/helsinki/restaurant/palace,60.165304,24.952386
41,noma,Copenhagen,Creative,4,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a7ab01b61b0e4372a877db5bf1a31084"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/noma,55.683312,12.610618
42,Henne Kirkeby Kro,Henne,Classic Cuisine,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/45bcb4e200d042de859189df07388303"" width=""362"" height=""203",https://guide.michelin.com//en/southern-denmark/henne/restaurant/henne-kirkeby-kro,55.727011,8.242314
43,Jordnær,Gentofte,Creative,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b772411fb20c4b3a8e98dfd35b563622"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/gentofte_1373269/restaurant/jordnaer,55.748142,12.541235
44,Under,Lindesnes,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/08924ebb49b54358b805db5c69150661"" width=""362"" height=""203",https://guide.michelin.com//en/agder/lindesnes/restaurant/under,58.040731,7.154367
45,DILL,Reykjavík,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4e6c40de2d0c4a3780f29b70820cd0ad"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region-iceland/reykjavik/restaurant/dill1186101,64.144365,-21.922443
46,Nour,Stockholm,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/18ccd7032e21444d8fbd21fbf190a7c7"" width=""362"" height=""203",https://guide.michelin.com//en/stockholm-region/stockholm/restaurant/nour,59.335768,18.071196
47,Bar Amour,Oslo,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/fd1aaf2362eb4fab8bc3e6c94caa78a0"" width=""362"" height=""203",https://guide.michelin.com//en/oslo-region/oslo/restaurant/bar-amour,59.928181,10.749288
48,ÓX,Reykjavík,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/fe7629a3b49548df8fec007e39351b63"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region-iceland/reykjavik/restaurant/ox,64.144656,-21.923461
49,Speilsalen,Trondheim,Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ee59e2879f794da9bee02614eac756c9"" width=""362"" height=""203",https://guide.michelin.com//en/trondelag/trondheim/restaurant/speilsalen,63.431815,10.399039
50,formel B,Copenhagen,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/f993171bfbb041b9b65a3ce8f5ec05e5"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/formel-b,55.670684,12.53551
51,Geranium,Copenhagen,Creative,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/acd9df652f354f4aacb581cd41e64000"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/geranium,55.704085,12.572529
52,Tri,Agger,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/037fa16973a04ad58c3712318ad12497"" width=""362"" height=""203",https://guide.michelin.com//en/north-denmark/agger/restaurant/tri-1203718,56.782098,8.23319
53,Domæne,Herning,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/42cca54e26274207a836fbe284ff169c"" width=""362"" height=""203",https://guide.michelin.com//en/central-denmark/herning/restaurant/domaene,56.156565,8.896979
54,Dashi,Stockholm,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/836979c897674cd9868c072d4fd8e683"" width=""362"" height=""203",https://guide.michelin.com//en/stockholm-region/stockholm/restaurant/dashi,59.342672,18.065767
55,Sabi Omakase Oslo,Oslo,Sushi,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/9174312c47b840a288791d848c19180e"" width=""362"" height=""203",https://guide.michelin.com//en/oslo-region/oslo/restaurant/sabi-omakase-oslo,59.914131,10.728979
56,RE-NAA,Stavanger,Creative,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d68d2b30cce947ae94e0fb3b4afdeecb"" width=""362"" height=""203",https://guide.michelin.com//en/rogaland/stavanger/restaurant/re-naa,58.973971,5.730845
57,Adam / Albin,Stockholm,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a7d2b0def4d244aca901d1fb49a73ef6"" width=""362"" height=""203",https://guide.michelin.com//en/stockholm-region/stockholm/restaurant/adam-albin,59.343007,18.066258
58,Søllerød Kro,Copenhagen,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/c45575907ea94600baf7163991eeffa5"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/sollerod-kro,55.813447,12.495151
59,Celeste,Stockholm,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b32493844c6a4c72968e1fc57411895a"" width=""362"" height=""203",https://guide.michelin.com//en/stockholm-region/stockholm/restaurant/celeste-1209889,59.316422,18.057168
60,Jatak,Copenhagen,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/0a36f512c2d540478f2c36e2247aef97"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/jatak,55.687052,12.547932
61,Koan,Copenhagen,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/024a2a420ad649288ed8e98dcd9f2408"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/koan,55.695497,12.600161
62,Sabi Omakase Stavanger,Stavanger,Sushi,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/cb19b98b7adc46c3989d003a9a9209f2"" width=""362"" height=""203",https://guide.michelin.com//en/rogaland/stavanger/restaurant/sabi-omakase,58.969993,5.743253
63,SK Mat & Människor,Gothenburg,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/5755a2cf7c564344b33dfc43e115446a"" width=""362"" height=""203",https://guide.michelin.com//en/vastra-gotaland/gothenburg/restaurant/sk-mat-manniskor,57.697265,11.982813
64,28+,Gothenburg,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/2adc07e3bf4747b89e7d06137c670d84"" width=""362"" height=""203",https://guide.michelin.com//en/vastra-gotaland/gothenburg/restaurant/28,57.698175,11.97389
65,Grön,Helsinki,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/5e4a9afed08743a7b992377e4bd53b51"" width=""362"" height=""203",https://guide.michelin.com//en/uusimaa/helsinki/restaurant/gron,60.164607,24.932699
66,Kadeau Bornholm,Åkirkeby,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a565dff3dd6d420db2d116d9de3895a0"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/kirkeby/restaurant/kadeau-bornholm,55.004574,14.969027
67,Aloë,Stockholm,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/60609e1597ef4e449a0f471391dbef8d"" width=""362"" height=""203",https://guide.michelin.com//en/stockholm-region/stockholm/restaurant/aloe,59.284318,17.985718
68,Dragsholm Slot Gourmet,Hørve,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a3efe990a582489ba3c84101c4f10beb"" width=""362"" height=""203",https://guide.michelin.com//en/zealand/horve/restaurant/dragsholm-slot-gourmet,55.771236,11.390805
69,Statholdergaarden,Oslo,Classic Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3214d5201a1649a8a435f6cd9b77103f"" width=""362"" height=""203",https://guide.michelin.com//en/oslo-region/oslo/restaurant/statholdergaarden,59.909466,10.743117
70,Alchemist,Copenhagen,Innovative,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8062b4976023429fa5c89f6d1270b705"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/alchemist,55.694095,12.613746
71,K2,Stavanger,Modern Cuisine,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/0a3b728280a7424f99062114d10e67cb"" width=""362"" height=""203",https://guide.michelin.com//en/rogaland/stavanger/restaurant/k2-1192264,58.969748,5.746162
72,HYDE,Oslo,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/6831ff5b4b414bf29cf04e6dc6fe89a9"" width=""362"" height=""203",https://guide.michelin.com//en/oslo-region/oslo/restaurant/hyde,59.91957,10.749029
73,Etoile,Stockholm,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8286fb2e65984387a74bea94f626e910"" width=""362"" height=""203",https://guide.michelin.com//en/stockholm-region/stockholm/restaurant/etoile,59.349512,18.043773
74,The Samuel,Copenhagen,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d02ca09f86644cc8a2a1139b1ece8941"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/the-samuel,55.732429,12.568504
75,Finnjävel Salonki,Helsinki,Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/fca6b66ff73f4bd4aedd290d09033b40"" width=""362"" height=""203",https://guide.michelin.com//en/uusimaa/helsinki/restaurant/finnjavel-salonki,60.171914,24.931451
76,Maaemo,Oslo,Modern Cuisine,4,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/5742fef4012c452aacb930b0ab930ed5"" width=""362"" height=""203",https://guide.michelin.com//en/oslo-region/oslo/restaurant/maaemo-1194933,59.907529,10.758636
77,a|o|c,Copenhagen,Modern Cuisine,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4857ea2e11434f99bb54446525273e74"" width=""362"" height=""203",https://guide.michelin.com//en/capital-region/copenhagen/restaurant/a%E2%80%9Ao%E2%80%9Ac,55.683193,12.588988
78,VÅR,Porvoo,Modern Cuisine,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e4d5f25df7f14d5db6918efd7a6add17"" width=""362"" height=""203",https://guide.michelin.com//en/uusimaa/porvoo_1627402/restaurant/var-1198201,60.396319,25.66403
79,Villa Vest,Lønstrup,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7dc1cd889203469bb232ce409e387eb8"" width=""362"" height=""203",https://guide.michelin.com//en/north-denmark/lonstrup/restaurant/villa-vest,57.476665,9.796282
80,VYN,Simrishamn,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/9b3b71fce4d54b279b33129e9aa4a372"" width=""362"" height=""203",https://guide.michelin.com//en/skane/simrishamn_2683288/restaurant/vyn,55.504541,14.321923
81,Signum,Mölnlycke,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/442369de938c4893998b23c71a1a9bd3"" width=""362"" height=""203",https://guide.michelin.com//en/vastra-gotaland/molnlycke_2675596/restaurant/signum-1205585,57.675447,12.178655
82,MOTA,Nykøbing Sjælland,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/56bb5dc361464af5afe305ebeaf16f3b"" width=""362"" height=""203",https://guide.michelin.com//en/zealand/nykobing-sjaelland/restaurant/mota,55.909711,11.659418
83,Hot Shop,Oslo,Modern Cuisine,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e3444b1b5bbb45b68418d941b50b95ec"" width=""362"" height=""203",https://guide.michelin.com//en/oslo-region/oslo/restaurant/hot-shop,59.928199,10.768596
84,PM & Vänner,Växjö,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/345eb2994676498a9237de5418386e12"" width=""362"" height=""203",https://guide.michelin.com//en/kronoberg/vaxjo/restaurant/pm-vanner,56.878928,14.804357
85,SAVAGE,Oslo,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/0de1872a04af4474b2746d073af79994"" width=""362"" height=""203",https://guide.michelin.com//en/oslo-region/oslo/restaurant/savage-1205580,59.909394,10.740109
86,NOA Chef’s Hall,Tallinn,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/56c9c65c3697415384e9dc0dd59b5dba"" width=""362"" height=""203",https://guide.michelin.com//en/harju/tallinn/restaurant/noa-chef%E2%80%99s-hall,59.495103,24.82639
87,180° by Matthias Diether,Tallinn,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ab28a4053a484b968430334fc91abffd"" width=""362"" height=""203",https://guide.michelin.com//en/harju/tallinn/restaurant/180%C2%B0-by-matthias-diether,59.451708,24.728051
88,Oizumi Sushi,São Paulo,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/caa900b48d034138b7b7c6fda66a8150"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/oizumi-sushi,-23.611589,-46.683796
89,Kinoshita,São Paulo,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/adb5c4ce25af419cacf419e55850a317"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/kinoshita,-23.591822,-46.67122
90,Oro,Rio de Janeiro,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/78e4551b4e6f4f24af6cba67764b1ee4"" width=""362"" height=""203",https://guide.michelin.com//en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oro,-22.98601,-43.22471
91,Kuro,São Paulo,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/306226fdfca44fc884966ad075cd668f"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/kuro,-23.563679,-46.664232
92,Tangará Jean-Georges,São Paulo,Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/57f9ba5c3f7f474ab2447038a8689050"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges,-23.631997,-46.722845
93,D.O.M.,São Paulo,Creative,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1842950cf3d1485f96eeebdb12e774ee"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/d-o-m,-23.566145,-46.667572
94,Evvai,São Paulo,Modern Cuisine,2,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/9c962aeeaa7f420f816f319f66f12a96"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/evvai,-23.567087,-46.679073
95,Maní,São Paulo,Creative,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a242d976826d42dab7adbadc90ec16ef"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/mani,-23.566322,-46.679725
96,Murakami,São Paulo,Japanese Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/92d7a8b492b043baa072d0c65d67ce86"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/murakami,-23.565931,-46.66356
97,Picchi,São Paulo,Italian,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/f4cb94713dad4bf8a9f4df63df499171"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/picchi,-23.565389,-46.666626
98,Kan Suke,São Paulo,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/f3bd334c0a5b495a95ac75e6de7ef612"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/kan-suke,-23.5684,-46.64936
99,Jun Sakamoto,São Paulo,Japanese,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1ea15ea40c78431f89946fff1a482d1f"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/jun-sakamoto,-23.563121,-46.677188
100,Mee,Rio de Janeiro,Asian Influences,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/03ce5b9ba1f34632a37cd58d1f76031e"" width=""362"" height=""203",https://guide.michelin.com//en/rio-de-janeiro-region/rio-de-janeiro/restaurant/mee,-22.967101,-43.179147
101,Fame Osteria,São Paulo,Italian Contemporary,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/5b55c9e7b7434c50b1d95c5d589acb48"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/fame-osteria,-23.567301,-46.664113
102,Cipriani,Rio de Janeiro,Italian,1,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7f8133a15eac47a99c13539aac7d22a9"" width=""362"" height=""203",https://guide.michelin.com//en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani,-22.967043,-43.179468
103,Tuju,São Paulo,Creative,3,,"https://axwwgrkdco.cloudimg.io/v7/__gmpics__/600d60e950834296887aec3cc9f24a05"" width=""362"" height=""203",https://guide.michelin.com//en/sao-paulo-region/sao-paulo/restaurant/tuju,-23.580534,-46.685557
