galery_name,city_name,exhibition_link,exhibition_image_link,artist_name,artist_link,exhibition_description,exhibition_name,galery_adress,open hours,time_period
Buchholz,Cologne,https://www.galleriesnow.net/shows/frances-stark-orders-to-kill/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Frances Stark,https://www.galleriesnow.net/artist/frances-stark/,,Frances Stark: Orders to Kill,"Neven-DuMont-Str. 17, 50667","Tue-Fri 11am-6pm, Sat 11am-4pm", 1 Jun  - 27 Jul 2024  
