galery_name,city_name,exhibition_link,exhibition_image_link,artist_name,artist_link,exhibition_description,exhibition_name,galery_adress,open hours,time_period
Tucci Russo - Studio per l’Arte Contemporanea,Torre Pellice (Turin),https://www.galleriesnow.net/shows/daniel-buren-bassorilievi-e-altorilievi-lavori-in-situ-e-situati-2020-2024/,,Daniel Buren,https://www.galleriesnow.net/artist/daniel-buren/,,Daniel Buren: Bassorilievi e Altorilievi lavori in situ e situati 2020-2024,"Via Stamperia, 9, IT-10066","Wed-Sun 10.30am-1pm, 3-7pm", 10 Mar  - 28 Jul 2024  
