galery_name,gallery_link,gallery_imgs
D’Lan,https://www.galleriesnow.net/gallery/dlan-contemporary/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/04/Daniel-Walbidi.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Significant.jpg""]"
Tolarno Galleries,https://www.galleriesnow.net/gallery/tolarno-galleries/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Tolarno-A-and-A-NEW-4.jpg""]"
