galery_name,city_name,exhibition_link,exhibition_image_link,artist_name,artist_link,exhibition_description,exhibition_name,galery_adress,open hours,time_period
New Art Centre,Salisbury,https://www.galleriesnow.net/shows/essence/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Barbara Hepworth,https://www.galleriesnow.net/artist/barbara-hepworth/,"The work in the gallery is changed by light in the same way as sculpture in the park. The interplay between light, landscape and sculpture is the true essence of Roche Court.Exhibited in the Gallery and Orangery, ‘Essence’ ultimately represents relationships; between landscape and art, artist and artwork, and the longstanding connection between artist and gallery.These works are not only beautiful but have the capacity to leave a mark on us all.",Essence,"Roche Court , SP5 1BG",Daily 11am-4pm, ongoing 
