galery_name,gallery_link,gallery_imgs
Alfonso Artiaco,https://www.galleriesnow.net/gallery/alfonso-artiaco/,[]
"Thomas Dane Gallery, Naples",https://www.galleriesnow.net/gallery/thomas-dane-gallery/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/04/Thomas-Dane-Naples-Akram-Zaatari-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Thomas-Dane-London-Lynda-Benglis-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Patricia-Leite-Thomas-Dane.jpg""]"
